ID,Label,URL,"Search Volume",Followers,Taxonomy,"Related Interests"
948676061598,"balcony garden",https://www.pinterest.com/ideas/balcony-garden/948676061598,138256,64925,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
garden types (https://app.pinclicks.com/keyword/garden-types/926108676086)","tiny balcony garden (https://app.pinclicks.com/keyword/tiny-balcony-garden/918473955793)
balcony landscaping (https://app.pinclicks.com/keyword/balcony-landscaping/919297385883)
balcony garden design (https://app.pinclicks.com/keyword/balcony-garden-design/903484737240)
small garden design (https://app.pinclicks.com/keyword/small-garden-design/923342000734)
balcony garden ideas apartment (https://app.pinclicks.com/keyword/balcony-garden-ideas-apartment/942627588052)
terrace garden ideas (https://app.pinclicks.com/keyword/terrace-garden-ideas/938216787012)
hibiscus flower (https://app.pinclicks.com/keyword/hibiscus-flower/917599266687)
small balcony plants (https://app.pinclicks.com/keyword/small-balcony-plants/959215570074)
patio garden (https://app.pinclicks.com/keyword/patio-garden/912228598912)
balcony plants ideas (https://app.pinclicks.com/keyword/balcony-plants-ideas/922203472399)"
906278583588,"balcony garden ideas",https://www.pinterest.com/ideas/balcony-garden-ideas/906278583588,77684,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
garden types (https://app.pinclicks.com/keyword/garden-types/926108676086)
balcony garden (https://app.pinclicks.com/keyword/balcony-garden/948676061598)","tiny balcony garden (https://app.pinclicks.com/keyword/tiny-balcony-garden/918473955793)
balcony landscaping (https://app.pinclicks.com/keyword/balcony-landscaping/919297385883)
balcony flowers ideas (https://app.pinclicks.com/keyword/balcony-flowers-ideas/959303219800)
very small balcony decor (https://app.pinclicks.com/keyword/very-small-balcony-decor/934875156828)
small balcony garden apartment (https://app.pinclicks.com/keyword/small-balcony-garden-apartment/913957054321)
mini balcony ideas (https://app.pinclicks.com/keyword/mini-balcony-ideas/945344106488)
balcony ideas apartment (https://app.pinclicks.com/keyword/balcony-ideas-apartment/903742734490)
small patio ideas (https://app.pinclicks.com/keyword/small-patio-ideas/900706898332)
balcony garden design (https://app.pinclicks.com/keyword/balcony-garden-design/903484737240)
balcony planter ideas (https://app.pinclicks.com/keyword/balcony-planter-ideas/958157918023)"
897167061399,"small balcony garden",https://www.pinterest.com/ideas/small-balcony-garden/897167061399,61630,6,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
garden types (https://app.pinclicks.com/keyword/garden-types/926108676086)
balcony garden (https://app.pinclicks.com/keyword/balcony-garden/948676061598)","tiny balcony garden (https://app.pinclicks.com/keyword/tiny-balcony-garden/918473955793)
balcony landscaping (https://app.pinclicks.com/keyword/balcony-landscaping/919297385883)
very small balcony decor (https://app.pinclicks.com/keyword/very-small-balcony-decor/934875156828)
small garden design (https://app.pinclicks.com/keyword/small-garden-design/923342000734)
mini balcony ideas (https://app.pinclicks.com/keyword/mini-balcony-ideas/945344106488)
balcony plants ideas small spaces (https://app.pinclicks.com/keyword/balcony-plants-ideas-small-spaces/903746472482)
balcony garden ideas apartment (https://app.pinclicks.com/keyword/balcony-garden-ideas-apartment/942627588052)
small patio garden (https://app.pinclicks.com/keyword/small-patio-garden/948782647963)
small balcony design (https://app.pinclicks.com/keyword/small-balcony-design/948445727645)
balcony garden design (https://app.pinclicks.com/keyword/balcony-garden-design/903484737240)"
925008447983,"apartment balcony garden",https://www.pinterest.com/ideas/apartment-balcony-garden/925008447983,26213,1,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
lawn and garden ideas (https://app.pinclicks.com/keyword/lawn-and-garden-ideas/909909540942)","tiny balcony garden (https://app.pinclicks.com/keyword/tiny-balcony-garden/918473955793)
mini balcony ideas apartment (https://app.pinclicks.com/keyword/mini-balcony-ideas-apartment/943411720013)
patio garden ideas apartment (https://app.pinclicks.com/keyword/patio-garden-ideas-apartment/948410317320)
very small balcony decor (https://app.pinclicks.com/keyword/very-small-balcony-decor/934875156828)
small balcony ideas apartment plants (https://app.pinclicks.com/keyword/small-balcony-ideas-apartment-plants/909344133288)
balcony plants ideas small spaces (https://app.pinclicks.com/keyword/balcony-plants-ideas-small-spaces/903746472482)
balcony garden design (https://app.pinclicks.com/keyword/balcony-garden-design/903484737240)
balcony landscaping (https://app.pinclicks.com/keyword/balcony-landscaping/919297385883)
mini balcony ideas (https://app.pinclicks.com/keyword/mini-balcony-ideas/945344106488)
small outdoor balcony ideas (https://app.pinclicks.com/keyword/small-outdoor-balcony-ideas/928005669014)"
918473955793,"tiny balcony garden",https://www.pinterest.com/ideas/tiny-balcony-garden/918473955793,19273,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
lawn and garden ideas (https://app.pinclicks.com/keyword/lawn-and-garden-ideas/909909540942)
garden ideas (https://app.pinclicks.com/keyword/garden-ideas/933462243716)","mini garden ideas small spaces balcony (https://app.pinclicks.com/keyword/mini-garden-ideas-small-spaces-balcony/958258150995)
small balcony garden apartment (https://app.pinclicks.com/keyword/small-balcony-garden-apartment/913957054321)
very small balcony ideas (https://app.pinclicks.com/keyword/very-small-balcony-ideas/912791333262)
balcony garden design (https://app.pinclicks.com/keyword/balcony-garden-design/903484737240)
balcony garden ideas apartment (https://app.pinclicks.com/keyword/balcony-garden-ideas-apartment/942627588052)
balcony plants ideas small spaces (https://app.pinclicks.com/keyword/balcony-plants-ideas-small-spaces/903746472482)
small balcony inspiration (https://app.pinclicks.com/keyword/small-balcony-inspiration/920631215063)
small outdoor balcony ideas (https://app.pinclicks.com/keyword/small-outdoor-balcony-ideas/928005669014)
very small balcony decor (https://app.pinclicks.com/keyword/very-small-balcony-decor/934875156828)
terrace garden (https://app.pinclicks.com/keyword/terrace-garden/940659680293)"
903257054046,"garden balcony",https://www.pinterest.com/ideas/garden-balcony/903257054046,7689,0,,
942627588052,"balcony garden ideas apartment",https://www.pinterest.com/ideas/balcony-garden-ideas-apartment/942627588052,7277,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
lawn and garden ideas (https://app.pinclicks.com/keyword/lawn-and-garden-ideas/909909540942)
garden ideas (https://app.pinclicks.com/keyword/garden-ideas/933462243716)","tiny balcony garden (https://app.pinclicks.com/keyword/tiny-balcony-garden/918473955793)
small balcony garden apartment (https://app.pinclicks.com/keyword/small-balcony-garden-apartment/913957054321)
patio garden ideas apartment (https://app.pinclicks.com/keyword/patio-garden-ideas-apartment/948410317320)
mini balcony ideas apartment (https://app.pinclicks.com/keyword/mini-balcony-ideas-apartment/943411720013)
mini balcony ideas (https://app.pinclicks.com/keyword/mini-balcony-ideas/945344106488)
balcony plants ideas small spaces (https://app.pinclicks.com/keyword/balcony-plants-ideas-small-spaces/903746472482)
small balcony ideas apartment plants (https://app.pinclicks.com/keyword/small-balcony-ideas-apartment-plants/909344133288)
urban gardening balcony (https://app.pinclicks.com/keyword/urban-gardening-balcony/924613347883)
balcony garden design (https://app.pinclicks.com/keyword/balcony-garden-design/903484737240)
balcony planter ideas (https://app.pinclicks.com/keyword/balcony-planter-ideas/958157918023)"
925329929476,"balcony vegetable garden",https://www.pinterest.com/ideas/balcony-vegetable-garden/925329929476,5662,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
garden types (https://app.pinclicks.com/keyword/garden-types/926108676086)
vegetable gardening (https://app.pinclicks.com/keyword/vegetable-gardening/912792279713)","tiny balcony garden (https://app.pinclicks.com/keyword/tiny-balcony-garden/918473955793)
small vegetable garden ideas (https://app.pinclicks.com/keyword/small-vegetable-garden-ideas/903586070357)
urban gardening balcony (https://app.pinclicks.com/keyword/urban-gardening-balcony/924613347883)
small space vegetable garden (https://app.pinclicks.com/keyword/small-space-vegetable-garden/919614905833)
potted vegetable garden (https://app.pinclicks.com/keyword/potted-vegetable-garden/926854853201)
patio vegetable garden ideas (https://app.pinclicks.com/keyword/patio-vegetable-garden-ideas/906138829889)
balcony herb gardens (https://app.pinclicks.com/keyword/balcony-herb-gardens/952489597838)
patio garden ideas apartment (https://app.pinclicks.com/keyword/patio-garden-ideas-apartment/948410317320)
apartment vegetable garden (https://app.pinclicks.com/keyword/apartment-vegetable-garden/960695666885)
vege garden ideas (https://app.pinclicks.com/keyword/vege-garden-ideas/951683478363)"
903484737240,"balcony garden design",https://www.pinterest.com/ideas/balcony-garden-design/903484737240,4251,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
garden design (https://app.pinclicks.com/keyword/garden-design/901468450490)
garden design ideas (https://app.pinclicks.com/keyword/garden-design-ideas/960873714026)","tiny balcony garden (https://app.pinclicks.com/keyword/tiny-balcony-garden/918473955793)
balcony landscaping (https://app.pinclicks.com/keyword/balcony-landscaping/919297385883)
small patio ideas (https://app.pinclicks.com/keyword/small-patio-ideas/900706898332)
small backyard ideas (https://app.pinclicks.com/keyword/small-backyard-ideas/944097708271)
balcony garden ideas apartment (https://app.pinclicks.com/keyword/balcony-garden-ideas-apartment/942627588052)
terrace garden design (https://app.pinclicks.com/keyword/terrace-garden-design/905303329744)
patio garden (https://app.pinclicks.com/keyword/patio-garden/912228598912)
outdoor balcony plants (https://app.pinclicks.com/keyword/outdoor-balcony-plants/928589551893)
terrace garden ideas (https://app.pinclicks.com/keyword/terrace-garden-ideas/938216787012)
small balcony plants (https://app.pinclicks.com/keyword/small-balcony-plants/959215570074)"
944010137023,"small balcony garden ideas",https://www.pinterest.com/ideas/small-balcony-garden-ideas/944010137023,4221,0,,
