ID,Label,URL,"Search Volume",Followers,Taxonomy,"Related Interests"
901685364862,"patio garden ideas",https://www.pinterest.com/ideas/patio-garden-ideas/901685364862,63325,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
lawn and garden ideas (https://app.pinclicks.com/keyword/lawn-and-garden-ideas/909909540942)","garden inspiration ideas (https://app.pinclicks.com/keyword/garden-inspiration-ideas/935356729215)
new build garden ideas (https://app.pinclicks.com/keyword/new-build-garden-ideas/916476688184)
garden patio designs (https://app.pinclicks.com/keyword/garden-patio-designs/957579465474)
courtyard garden ideas (https://app.pinclicks.com/keyword/courtyard-garden-ideas/941872759851)
garden design ideas (https://app.pinclicks.com/keyword/garden-design-ideas/960873714026)
small outdoor garden ideas (https://app.pinclicks.com/keyword/small-outdoor-garden-ideas/950702878700)
small patio ideas (https://app.pinclicks.com/keyword/small-patio-ideas/900706898332)
small garden design (https://app.pinclicks.com/keyword/small-garden-design/923342000734)
back garden ideas (https://app.pinclicks.com/keyword/back-garden-ideas/917303132756)
small backyard ideas (https://app.pinclicks.com/keyword/small-backyard-ideas/944097708271)"
948782647963,"small patio garden",https://www.pinterest.com/ideas/small-patio-garden/948782647963,32058,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
garden types (https://app.pinclicks.com/keyword/garden-types/926108676086)
small gardens (https://app.pinclicks.com/keyword/small-gardens/944662210721)","little garden ideas small spaces (https://app.pinclicks.com/keyword/little-garden-ideas-small-spaces/927213144219)
tiny garden design (https://app.pinclicks.com/keyword/tiny-garden-design/919058005623)
small back garden ideas (https://app.pinclicks.com/keyword/small-back-garden-ideas/945372751863)
small garden ideas on a budget (https://app.pinclicks.com/keyword/small-garden-ideas-on-a-budget/900530114070)
outdoor gardens design small spaces (https://app.pinclicks.com/keyword/outdoor-gardens-design-small-spaces/921666166843)
tiny garden ideas (https://app.pinclicks.com/keyword/tiny-garden-ideas/949945417105)
tiny courtyard garden (https://app.pinclicks.com/keyword/tiny-courtyard-garden/919524373446)
small garden inspo (https://app.pinclicks.com/keyword/small-garden-inspo/914173712775)
small garden plans (https://app.pinclicks.com/keyword/small-garden-plans/949199994842)
patio garden ideas (https://app.pinclicks.com/keyword/patio-garden-ideas/901685364862)"
912228598912,"patio garden",https://www.pinterest.com/ideas/patio-garden/912228598912,34833,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
lawn and garden ideas (https://app.pinclicks.com/keyword/lawn-and-garden-ideas/909909540942)
patio ideas (https://app.pinclicks.com/keyword/patio-ideas/942175527692)","small outdoor garden (https://app.pinclicks.com/keyword/small-outdoor-garden/918478137081)
garden inspiration ideas (https://app.pinclicks.com/keyword/garden-inspiration-ideas/935356729215)
small courtyard gardens (https://app.pinclicks.com/keyword/small-courtyard-gardens/938902096656)
garden patio designs (https://app.pinclicks.com/keyword/garden-patio-designs/957579465474)
garden design ideas (https://app.pinclicks.com/keyword/garden-design-ideas/960873714026)
back garden ideas (https://app.pinclicks.com/keyword/back-garden-ideas/917303132756)
small backyard ideas (https://app.pinclicks.com/keyword/small-backyard-ideas/944097708271)
small garden plans (https://app.pinclicks.com/keyword/small-garden-plans/949199994842)
garden inspo (https://app.pinclicks.com/keyword/garden-inspo/955831807208)
outdoor patio ideas (https://app.pinclicks.com/keyword/outdoor-patio-ideas/906451681615)"
907962856363,"garden patio ideas",https://www.pinterest.com/ideas/garden-patio-ideas/907962856363,18071,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
lawn and garden ideas (https://app.pinclicks.com/keyword/lawn-and-garden-ideas/909909540942)","small back garden ideas (https://app.pinclicks.com/keyword/small-back-garden-ideas/945372751863)
new build garden ideas (https://app.pinclicks.com/keyword/new-build-garden-ideas/916476688184)
back patio ideas (https://app.pinclicks.com/keyword/back-patio-ideas/917110139686)
courtyard garden ideas (https://app.pinclicks.com/keyword/courtyard-garden-ideas/941872759851)
garden inspiration ideas (https://app.pinclicks.com/keyword/garden-inspiration-ideas/935356729215)
small garden design (https://app.pinclicks.com/keyword/small-garden-design/923342000734)
garden design ideas (https://app.pinclicks.com/keyword/garden-design-ideas/960873714026)
small backyard ideas (https://app.pinclicks.com/keyword/small-backyard-ideas/944097708271)
outdoor patio ideas (https://app.pinclicks.com/keyword/outdoor-patio-ideas/906451681615)
small garden patio (https://app.pinclicks.com/keyword/small-garden-patio/894184218535)"
901320617602,"garden patio",https://www.pinterest.com/ideas/garden-patio/901320617602,16713,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
lawn and garden ideas (https://app.pinclicks.com/keyword/lawn-and-garden-ideas/909909540942)
garden ideas (https://app.pinclicks.com/keyword/garden-ideas/933462243716)","courtyard garden ideas (https://app.pinclicks.com/keyword/courtyard-garden-ideas/941872759851)
outdoor patio ideas (https://app.pinclicks.com/keyword/outdoor-patio-ideas/906451681615)
garden patio designs (https://app.pinclicks.com/keyword/garden-patio-designs/957579465474)
garden inspiration ideas (https://app.pinclicks.com/keyword/garden-inspiration-ideas/935356729215)
garden design ideas (https://app.pinclicks.com/keyword/garden-design-ideas/960873714026)
garden patio ideas (https://app.pinclicks.com/keyword/garden-patio-ideas/907962856363)
backyard inspiration (https://app.pinclicks.com/keyword/backyard-inspiration/893991527321)
back garden ideas (https://app.pinclicks.com/keyword/back-garden-ideas/917303132756)
small outdoor garden (https://app.pinclicks.com/keyword/small-outdoor-garden/918478137081)
small garden patio (https://app.pinclicks.com/keyword/small-garden-patio/894184218535)"
954324494233,"french country garden patio",https://www.pinterest.com/ideas/french-country-garden-patio/954324494233,8203,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
lawn and garden ideas (https://app.pinclicks.com/keyword/lawn-and-garden-ideas/909909540942)
patio ideas (https://app.pinclicks.com/keyword/patio-ideas/942175527692)","french patio ideas (https://app.pinclicks.com/keyword/french-patio-ideas/914333728845)
french courtyard garden ideas (https://app.pinclicks.com/keyword/french-courtyard-garden-ideas/958495674367)
french style garden (https://app.pinclicks.com/keyword/french-style-garden/962071117429)
french outdoor patio (https://app.pinclicks.com/keyword/french-outdoor-patio/904116968850)
cottage patio garden ideas (https://app.pinclicks.com/keyword/cottage-patio-garden-ideas/961043685866)
french country backyard (https://app.pinclicks.com/keyword/french-country-backyard/905973651460)
european backyard ideas (https://app.pinclicks.com/keyword/european-backyard-ideas/893389223221)
parisian garden (https://app.pinclicks.com/keyword/parisian-garden/896027906517)
english country gardens cottage (https://app.pinclicks.com/keyword/english-country-gardens-cottage/904082675609)
french garden ideas provence france (https://app.pinclicks.com/keyword/french-garden-ideas-provence-france/907184819228)"
903975453781,"patio garden design",https://www.pinterest.com/ideas/patio-garden-design/903975453781,6351,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
garden design (https://app.pinclicks.com/keyword/garden-design/901468450490)","cozy backyard ideas (https://app.pinclicks.com/keyword/cozy-backyard-ideas/914354962020)
back garden ideas (https://app.pinclicks.com/keyword/back-garden-ideas/917303132756)
back patio ideas (https://app.pinclicks.com/keyword/back-patio-ideas/917110139686)
courtyard garden ideas (https://app.pinclicks.com/keyword/courtyard-garden-ideas/941872759851)
garden inspiration ideas (https://app.pinclicks.com/keyword/garden-inspiration-ideas/935356729215)
small backyard ideas (https://app.pinclicks.com/keyword/small-backyard-ideas/944097708271)
small outdoor garden (https://app.pinclicks.com/keyword/small-outdoor-garden/918478137081)
small backyard landscaping (https://app.pinclicks.com/keyword/small-backyard-landscaping/900259892889)
garden patio ideas (https://app.pinclicks.com/keyword/garden-patio-ideas/907962856363)
garden spaces (https://app.pinclicks.com/keyword/garden-spaces/913453014354)"
921380557591,"small patio garden ideas",https://www.pinterest.com/ideas/small-patio-garden-ideas/921380557591,5870,1,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
lawn and garden ideas (https://app.pinclicks.com/keyword/lawn-and-garden-ideas/909909540942)
patio ideas (https://app.pinclicks.com/keyword/patio-ideas/942175527692)","little garden ideas small spaces (https://app.pinclicks.com/keyword/little-garden-ideas-small-spaces/927213144219)
small back garden ideas (https://app.pinclicks.com/keyword/small-back-garden-ideas/945372751863)
small garden ideas on a budget (https://app.pinclicks.com/keyword/small-garden-ideas-on-a-budget/900530114070)
tiny garden design (https://app.pinclicks.com/keyword/tiny-garden-design/919058005623)
tiny garden ideas (https://app.pinclicks.com/keyword/tiny-garden-ideas/949945417105)
outdoor gardens design small spaces (https://app.pinclicks.com/keyword/outdoor-gardens-design-small-spaces/921666166843)
small garden inspiration ideas (https://app.pinclicks.com/keyword/small-garden-inspiration-ideas/918846281373)
tiny courtyard garden (https://app.pinclicks.com/keyword/tiny-courtyard-garden/919524373446)
small outdoor garden ideas (https://app.pinclicks.com/keyword/small-outdoor-garden-ideas/950702878700)
tiny patio ideas (https://app.pinclicks.com/keyword/tiny-patio-ideas/928365269864)"
932866319214,"english garden patio",https://www.pinterest.com/ideas/english-garden-patio/932866319214,3655,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
garden themes (https://app.pinclicks.com/keyword/garden-themes/902437962963)","english garden aesthetic (https://app.pinclicks.com/keyword/english-garden-aesthetic/920218263912)
small english garden ideas (https://app.pinclicks.com/keyword/small-english-garden-ideas/954544308327)
english country gardens cottage (https://app.pinclicks.com/keyword/english-country-gardens-cottage/904082675609)
french style garden (https://app.pinclicks.com/keyword/french-style-garden/962071117429)
french courtyard garden ideas (https://app.pinclicks.com/keyword/french-courtyard-garden-ideas/958495674367)
cottage patio garden ideas (https://app.pinclicks.com/keyword/cottage-patio-garden-ideas/961043685866)
modern english garden (https://app.pinclicks.com/keyword/modern-english-garden/901909434862)
french cottage garden (https://app.pinclicks.com/keyword/french-cottage-garden/926915338591)
french country garden patio (https://app.pinclicks.com/keyword/french-country-garden-patio/954324494233)
english garden ideas layout (https://app.pinclicks.com/keyword/english-garden-ideas-layout/895173474340)"
961043685866,"cottage patio garden ideas",https://www.pinterest.com/ideas/cottage-patio-garden-ideas/961043685866,3151,0,"lawn and garden (https://app.pinclicks.com/keyword/lawn-and-garden/909983286710)
lawn and garden ideas (https://app.pinclicks.com/keyword/lawn-and-garden-ideas/909909540942)
patio ideas (https://app.pinclicks.com/keyword/patio-ideas/942175527692)","small english garden ideas (https://app.pinclicks.com/keyword/small-english-garden-ideas/954544308327)
small cottage garden design (https://app.pinclicks.com/keyword/small-cottage-garden-design/947521618682)
country garden ideas (https://app.pinclicks.com/keyword/country-garden-ideas/907067148538)
english garden patio (https://app.pinclicks.com/keyword/english-garden-patio/932866319214)
cozy garden ideas (https://app.pinclicks.com/keyword/cozy-garden-ideas/941265987686)
french country garden patio (https://app.pinclicks.com/keyword/french-country-garden-patio/954324494233)
modern cottage garden (https://app.pinclicks.com/keyword/modern-cottage-garden/919449984519)
cottage garden aesthetic (https://app.pinclicks.com/keyword/cottage-garden-aesthetic/950471436762)
english country gardens cottage (https://app.pinclicks.com/keyword/english-country-gardens-cottage/904082675609)
cottage garden inspiration (https://app.pinclicks.com/keyword/cottage-garden-inspiration/945106598176)"
